"","year","state_province","state","substate","territory_type","division","subdivision","agency","subagency","district","subdistrict","city","taluk","political_relations","area_sqmile","towns","villages","total_occupied_houses","occupied_houses_towns","occupied_houses_villages","occupied_houses_other","totalp","urbanp","ruralp","totalmale","urbanmale","ruralmale","totalfemale","urbanfemale","ruralfemale"
"334",1931,"central india agency","orchha",NA,NA,NA,NA,"bundelkhand agency",NA,NA,NA,NA,NA,NA,2080,1,801,74237,3428,70809,NA,314661,14366,300295,163272,7318,155954,151389,7048,144341
"335",1931,"central india agency","panna",NA,NA,NA,NA,"bundelkhand agency",NA,NA,NA,NA,NA,NA,2596,1,811,48138,2549,45589,NA,212130,10913,201217,108133,5562,102571,103997,5351,98646
"336",1931,"central india agency","samthar",NA,NA,NA,NA,"bundelkhand agency",NA,NA,NA,NA,NA,NA,180,1,87,6998,1581,5417,NA,33307,6966,26341,17307,3761,13546,16000,3205,12795
"337",1931,"central india agency","rest of agency",NA,NA,NA,NA,"bundelkhand agency",NA,NA,NA,NA,NA,NA,407,NA,133,15845,NA,15845,NA,67586,NA,67586,34948,NA,34948,32638,NA,32638
"338",1931,"central india agency","total",NA,NA,NA,NA,"baghelkand agency",NA,NA,NA,NA,NA,NA,14706,7,7467,371878,16801,355077,NA,1839256,63982,1775274,921484,33815,887669,917772,30167,887605
"339",1931,"central india agency","baraundha",NA,NA,NA,NA,"baghelkand agency",NA,NA,NA,NA,NA,NA,218,NA,68,3625,NA,3625,NA,16071,NA,16071,8443,NA,8443,7628,NA,7628
"340",1931,"central india agency","maihar",NA,NA,NA,NA,"baghelkand agency",NA,NA,NA,NA,NA,NA,407,1,201,16625,1898,14727,NA,68991,7678,61313,34101,4010,30091,34890,3668,31222
"341",1931,"central india agency","nagod",NA,NA,NA,NA,"baghelkand agency",NA,NA,NA,NA,NA,NA,501,2,332,16197,1914,14283,NA,74589,8518,66071,37091,4232,32859,37498,4286,33212
"342",1931,"central india agency","rewa",NA,NA,NA,NA,"baghelkand agency",NA,NA,NA,NA,NA,NA,13000,4,6462,315005,12989,302016,NA,1587445,47786,1539659,795381,25573,769808,792064,22213,769851
"343",1931,"central india agency","rest of agency",NA,NA,NA,NA,"baghelkand agency","total",NA,NA,NA,NA,NA,580,NA,404,20426,NA,20426,NA,92160,NA,92160,46468,NA,46468,45692,NA,45692
"344",1931,"central india agency","rest of agency",NA,NA,NA,NA,"baghelkand agency","kothi",NA,NA,NA,NA,NA,169,NA,77,4618,NA,4618,NA,21424,NA,21424,10766,NA,10766,10658,NA,10658
"345",1931,"central india agency","rest of agency",NA,NA,NA,NA,"baghelkand agency","sohawal",NA,NA,NA,NA,NA,213,NA,201,9169,NA,9169,NA,42192,NA,42192,20938,NA,20938,21254,NA,21254
"346",1931,"central india agency","rest of agency",NA,NA,NA,NA,"baghelkand agency","other states",NA,NA,NA,NA,NA,198,NA,126,6639,NA,6639,NA,28544,NA,28544,14764,NA,14764,13780,NA,13780
"347",1931,"central india agency","khaniadhana (gwalior residency)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,NA,54,3953,NA,3953,NA,17670,NA,17670,9176,NA,9176,8494,NA,8494
"348",1931,"cochin state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"total",NA,1480.28,12,272,207563,32506,175057,NA,1205016,206340,998676,589813,104231,485582,615203,102109,513094
"349",1931,"cochin state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cochin kanayannur",NA,158.52,4,36,59954,14335,45619,NA,350268,93475,256793,177242,48894,128348,173026,44581,128445
"350",1931,"cochin state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cranganur",NA,17.51,1,5,7553,1097,6456,NA,42531,6866,35665,21099,3381,17718,21432,3485,17947
"351",1931,"cochin state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mukundapuram",NA,510,2,60,44879,2559,42320,NA,263722,16933,246789,127738,8330,119408,135984,8603,127381
"352",1931,"cochin state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"trichur",NA,245.5,1,72,39261,6823,32438,NA,239257,45658,193599,115523,22840,92683,123734,22818,100916
"353",1931,"cochin state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"talapilli",NA,256,2,74,35314,3374,31940,NA,202424,18980,183444,96173,9075,87098,106251,9905,96346
"354",1931,"cochin state",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"chittur",NA,292.75,2,25,20602,4318,16284,NA,106814,24428,82386,52038,11711,40327,54776,12717,42059
"355",1931,"coorg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1582,2,378,33906,1942,31964,NA,163327,9827,153500,90575,5848,84727,72752,3979,68773
"356",1931,"central provinces and berar",NA,NA,"total","total",NA,NA,NA,"total",NA,NA,NA,NA,131095,122,48722,3592022,367796,3224226,NA,17990937,1754611,16236326,8997203,928157,8069046,8993734,826454,8167280
"357",1931,"central provinces and berar",NA,NA,"c.p. british districts and berar","total",NA,NA,NA,"total",NA,NA,NA,NA,99920,112,39762,3168788,351815,2816973,NA,15507723,1679546,13828177,7761818,890796,6871022,7745905,788750,6957155
"358",1931,"central provinces and berar",NA,NA,"c.p. british districts","total",NA,NA,NA,"total",NA,NA,NA,NA,82153,70,33827,2439990,243733,2196250,NA,12065885,1157649,10908236,6002239,621852,5389387,6063646,544797,5518849
"359",1931,"central provinces and berar",NA,NA,"c.p. british districts","jubbulpore division",NA,NA,NA,"total",NA,NA,NA,NA,18956,13,8992,517616,67652,449964,NA,2463466,277453,2186013,1240655,149024,1091631,1222811,128429,1094382
"360",1931,"central provinces and berar",NA,NA,"c.p. british districts","jubbulpore division",NA,NA,NA,"saugor",NA,NA,NA,NA,3964,6,1860,107656,26763,80893,NA,544589,80542,464047,280385,42195,238190,264204,38347,225857
"361",1931,"central provinces and berar",NA,NA,"c.p. british districts","jubbulpore division",NA,NA,NA,"damoh",NA,NA,NA,NA,2807,1,1148,68065,2348,65717,NA,305568,20728,284840,154791,10726,144065,150777,10002,140775
"362",1931,"central provinces and berar",NA,NA,"c.p. british districts","jubbulpore division",NA,NA,NA,"jubbulpore",NA,NA,NA,NA,3912,4,2382,169520,33603,135917,NA,773811,152105,621706,391649,83783,307866,382162,68322,313840
"363",1931,"central provinces and berar",NA,NA,"c.p. british districts","jubbulpore division",NA,NA,NA,"mandla",NA,NA,NA,NA,5057,1,2020,88473,1795,86678,NA,445766,7997,437769,221359,4115,217244,224407,3882,220525
"364",1931,"central provinces and berar",NA,NA,"c.p. british districts","jubbulpore division",NA,NA,NA,"seoni",NA,NA,NA,NA,3216,1,1582,83902,3143,80759,NA,393732,16081,377651,192471,8205,184266,201261,7876,193385
"365",1931,"central provinces and berar",NA,NA,"c.p. british districts","nerbudda division",NA,NA,NA,"total",NA,NA,NA,NA,18386,18,6650,482879,42685,440194,NA,2254566,216879,2037687,1137806,114631,1023175,1116760,102248,1014512
"366",1931,"central provinces and berar",NA,NA,"c.p. british districts","nerbudda division",NA,NA,NA,"narsinghpur",NA,NA,NA,NA,1978,3,992,69732,5100,64632,NA,321481,23825,297656,161417,12350,149067,160064,11475,148589
"367",1931,"central provinces and berar",NA,NA,"c.p. british districts","nerbudda division",NA,NA,NA,"hoshangabad",NA,NA,NA,NA,3693,8,1335,123351,10820,112531,NA,486630,64805,421825,248226,34802,213424,238404,30003,208401
"368",1931,"central provinces and berar",NA,NA,"c.p. british districts","nerbudda division",NA,NA,NA,"nimar",NA,NA,NA,NA,4227,2,1141,92101,15440,76661,NA,466931,78688,388243,242042,42116,199926,224889,36572,188317
"369",1931,"central provinces and berar",NA,NA,"c.p. british districts","nerbudda division",NA,NA,NA,"betul",NA,NA,NA,NA,3910,2,1252,77449,3222,74227,NA,406252,14992,391260,201114,7783,193331,205138,7209,197929
"370",1931,"central provinces and berar",NA,NA,"c.p. british districts","nerbudda division",NA,NA,NA,"chhindwara",NA,NA,NA,NA,4578,3,1930,120246,8103,112143,NA,573272,34569,538703,285007,17580,267427,288265,16989,271276
"371",1931,"central provinces and berar",NA,NA,"c.p. british districts","nagpur division",NA,NA,NA,"total",NA,NA,NA,NA,22760,31,7690,696085,105462,590623,NA,3602108,532379,3069729,1809541,281270,1528271,1792567,251109,1541458
"372",1931,"central provinces and berar",NA,NA,"c.p. british districts","nagpur division",NA,NA,NA,"wardha",NA,NA,NA,NA,2434,7,939,108224,18532,89692,NA,516266,85283,430983,261394,45340,216054,254872,39943,214929
"373",1931,"central provinces and berar",NA,NA,"c.p. british districts","nagpur division",NA,NA,NA,"nagpur",NA,NA,NA,NA,3834,13,1644,184097,62788,121309,NA,940049,323345,616704,481246,172250,308996,458803,151095,307708
"374",1931,"central provinces and berar",NA,NA,"c.p. british districts","nagpur division",NA,NA,NA,"chanda",NA,NA,NA,NA,9312,6,2385,148382,11524,136858,NA,759695,59865,699830,381204,30413,350791,378491,29452,349039
"375",1931,"central provinces and berar",NA,NA,"c.p. british districts","nagpur division",NA,NA,NA,"bhandara",NA,NA,NA,NA,3623,4,1498,154070,10451,143619,NA,824496,54281,770215,408799,28219,380580,415697,26062,389635
"376",1931,"central provinces and berar",NA,NA,"c.p. british districts","nagpur division",NA,NA,NA,"balaghat",NA,NA,NA,NA,3557,1,1224,101312,2167,99145,NA,561602,9605,551997,276898,5048,271850,284704,4557,280147
"377",1931,"central provinces and berar",NA,NA,"c.p. british districts","chhattisgarh division",NA,NA,NA,"total",NA,NA,NA,NA,22051,8,10495,743410,27934,715476,NA,3745745,130938,3614807,1814237,67927,1746310,1931508,63011,1868497
"378",1931,"central provinces and berar",NA,NA,"c.p. british districts","chhattisgarh division",NA,NA,NA,"raipur",NA,NA,NA,NA,9717,4,4481,304367,15162,289205,NA,1527573,71365,1456208,739950,37214,702736,787623,34151,753472
"379",1931,"central provinces and berar",NA,NA,"c.p. british districts","chhattisgarh division",NA,NA,NA,"bilaspur",NA,NA,NA,NA,7618,3,3439,271514,9874,261640,NA,1400248,46401,1353847,683920,23838,660082,716328,22563,693765
"380",1931,"central provinces and berar",NA,NA,"c.p. british districts","chhattisgarh division",NA,NA,NA,"drug",NA,NA,NA,NA,4716,1,2575,167529,2898,164631,NA,817924,13172,804752,390367,6875,383492,427557,6297,421260
"381",1931,"central provinces and berar",NA,NA,"c.p. british districts","berar",NA,NA,NA,"total",NA,NA,NA,NA,17767,42,5935,728798,108082,620716,NA,3441838,521897,2919941,1759579,277944,1481635,1682259,243953,1438306
"382",1931,"central provinces and berar",NA,NA,"c.p. british districts","berar",NA,NA,NA,"amraoti",NA,NA,NA,NA,4691,14,1612,202415,39536,162879,NA,941604,183404,758200,485593,97625,387968,456011,85779,370232
"383",1931,"central provinces and berar",NA,NA,"c.p. british districts","berar",NA,NA,NA,"akola",NA,NA,NA,NA,4091,11,1492,187100,30545,156555,NA,876362,151693,724669,448896,80566,368330,427466,71127,356339
"384",1931,"central provinces and berar",NA,NA,"c.p. british districts","berar",NA,NA,NA,"buldana",NA,NA,NA,NA,3766,9,1206,160225,20573,139652,NA,766584,104792,661792,388966,55470,333496,377618,49322,328296
"385",1931,"central provinces and berar",NA,NA,"c.p. british districts","berar",NA,NA,NA,"yeotmal",NA,NA,NA,NA,5219,8,1625,179058,17428,161630,NA,857288,82008,775280,436124,44283,391841,421164,37725,383439
"386",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"total",NA,NA,NA,NA,31175,10,8960,423234,15981,407253,NA,2483214,75065,2408149,1235385,37361,1198024,1247829,37704,1210125
"387",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"makrai",NA,NA,NA,NA,155,NA,69,3266,NA,3266,NA,15516,NA,15516,7900,NA,7900,7616,NA,7616
"388",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"bastar",NA,NA,NA,NA,13062,1,2442,91143,2358,88785,NA,524721,10128,514593,263248,5041,258207,261473,5087,256386
"389",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"kanker",NA,NA,NA,NA,1431,1,549,19254,967,18287,NA,136101,5305,130796,67132,2652,64480,68969,2653,66316
"390",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"nandgaon",NA,NA,NA,NA,871,1,523,34566,3275,31291,NA,182380,15977,166403,87886,8206,79680,94494,7771,86723
"391",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"khairagarh",NA,NA,NA,NA,931,2,492,31957,2867,29090,NA,157400,12692,144708,75647,6260,69387,81753,6432,75321
"392",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"chhuikhadan",NA,NA,NA,NA,153,NA,104,5894,NA,5894,NA,31668,NA,31668,15238,NA,15238,16430,NA,16430
"393",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"kawardha",NA,NA,NA,NA,798,1,384,16114,1302,14812,NA,72820,5052,67768,35098,2366,32732,37722,2686,35036
"394",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"sakti",NA,NA,NA,NA,138,1,124,9412,693,8719,NA,48489,3240,45249,23571,1574,21997,24918,1666,23252
"395",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"raigarh",NA,NA,NA,NA,1486,2,795,48181,3287,44894,NA,277569,15625,261944,136723,7815,128908,140846,7810,133036
"396",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"sarangarh",NA,NA,NA,NA,540,1,456,19186,1232,17954,NA,128967,7046,121921,62443,3447,58996,66524,3599,62925
"397",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"changbhakar",NA,NA,NA,NA,906,NA,128,5076,NA,5076,NA,23322,NA,23322,11987,NA,11987,11335,NA,11335
"398",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"korea",NA,NA,NA,NA,1631,NA,317,17131,NA,17131,NA,90886,NA,90886,46748,NA,46748,44138,NA,44138
"399",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"surguja",NA,NA,NA,NA,6055,NA,1654,72488,NA,72488,NA,501939,NA,501939,254923,NA,254923,247016,NA,247016
"400",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"udaipur",NA,NA,NA,NA,1055,NA,284,16853,NA,16853,NA,97738,NA,97738,49425,NA,49425,48313,NA,48313
"401",1931,"central provinces and berar",NA,NA,"central provinces and states","total",NA,NA,NA,"jashpur",NA,NA,NA,NA,1963,NA,639,32713,NA,32713,NA,193698,NA,193698,97416,NA,97416,96282,NA,96282
"402",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,26367,43,10852,767830,97655,670175,NA,3523070,395309,3127761,1867031,214586,1652445,1656039,180723,1475316
"403",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"gird district",NA,NA,NA,NA,1712,6,788,83150,32990,50160,NA,364806,131027,233779,197935,72938,124997,166871,58089,108782
"404",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"bhind district",NA,NA,NA,NA,1718,2,879,86214,3773,82441,NA,418224,15959,402265,228214,8806,219408,190010,7153,182857
"405",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"tonwarghar district",NA,NA,NA,NA,2004,4,784,74107,4554,69553,NA,369648,18499,351149,204759,10359,194400,164889,8140,156749
"406",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"sheopur district",NA,NA,NA,NA,2366,1,566,30888,1810,29078,NA,137034,6905,130129,72925,3558,69367,64109,3347,60762
"407",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"narwar district",NA,NA,NA,NA,3876,5,1300,88161,5986,82175,NA,401586,24382,377204,211555,13068,198487,190031,11314,178717
"408",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"isagarh district",NA,NA,NA,NA,4477,6,1902,89942,7061,82881,NA,421311,31385,389926,221556,16688,204868,199755,14697,185058
"409",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"bhilsa district",NA,NA,NA,NA,1905,2,899,50628,3799,46829,NA,235288,15197,220091,123084,8038,115046,112204,7159,105045
"410",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"ujjain disrtict",NA,NA,NA,NA,2741,6,1133,93233,20468,72765,NA,405961,81914,324047,211274,44874,166400,194687,37040,157647
"411",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"mandsaur district",NA,NA,NA,NA,1777,5,947,62010,10333,51677,NA,272166,41113,231053,140333,21245,119088,131833,19868,111965
"412",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"shajapur district",NA,NA,NA,NA,2460,3,1064,77740,4808,72932,NA,336980,20207,316773,174985,10479,164506,161995,9728,152267
"413",1931,"gwalior state",NA,NA,NA,NA,NA,NA,NA,"amjhera district",NA,NA,NA,NA,1331,3,595,31757,2073,29684,NA,160066,8721,151345,80411,4533,75878,79655,4188,75467
"414",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,82698,133,21697,3312222,395482,2916740,NA,14436148,1616981,12819167,7370010,836874,6533136,7066138,780107,6286031
"415",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"hyderabad city",NA,NA,NA,NA,53,1,NA,116807,116807,NA,NA,466894,466894,NA,247623,247623,NA,219271,219271,NA
"416",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"atraf-i-balda",NA,NA,NA,NA,2651,2,932,128871,2348,126523,NA,499661,11838,487823,253975,5935,248040,245686,5903,239783
"417",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"warangal",NA,NA,NA,NA,7944,7,1443,232340,22134,210206,NA,1117693,117579,1000114,575819,62482,513337,541874,55097,486777
"418",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"karimnagar",NA,NA,NA,NA,5722,11,1217,264619,17890,246729,NA,1241405,82818,1158587,634416,41883,592533,606989,40935,566054
"419",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"adilabad",NA,NA,NA,NA,7294,9,2068,157438,8987,148451,NA,762030,48084,713946,389754,24272,365482,372276,23812,348464
"420",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"medak",NA,NA,NA,NA,3198,8,938,168531,12492,156039,NA,738665,51783,686882,373475,25818,347657,365190,25965,339225
"421",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"nizamabad",NA,NA,NA,NA,3265,10,857,159296,24176,135120,NA,623225,64599,558626,313556,32448,281108,309669,32151,277518
"422",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"mahbubnagar",NA,NA,NA,NA,5326,3,1373,225039,7893,217146,NA,971616,32401,939215,494061,16347,477714,477555,16054,461501
"423",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"nalgonda",NA,NA,NA,NA,6049,3,1236,237793,6423,231370,NA,1133409,25702,1107707,580897,12925,567972,552512,12777,539735
"424",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"aurangabad",NA,NA,NA,NA,6212,5,1953,225371,27529,197842,NA,944793,79918,864875,480498,41652,438846,464295,38266,426029
"425",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"bir",NA,NA,NA,NA,4132,8,1039,154792,12332,142460,NA,633690,57751,575939,325396,29583,295813,308294,28168,280126
"426",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"nander",NA,NA,NA,NA,3771,8,1394,190366,21716,168650,NA,722081,69863,652218,367170,35684,331486,354911,34179,320732
"427",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"parbhani",NA,NA,NA,NA,5125,12,1566,186341,24756,161585,NA,853760,98312,755448,434777,51006,383771,418983,47306,371677
"428",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"gulbarga",NA,NA,NA,NA,6975,12,1698,298571,30711,267860,NA,1225008,145773,1079235,621687,74387,547300,603321,71386,531935
"429",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"oamanabad",NA,NA,NA,NA,3526,7,813,156623,15460,141163,NA,691068,74211,616857,357489,38879,318610,333579,35332,298247
"430",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"raichur",NA,NA,NA,NA,6630,16,1748,202860,27390,175470,NA,937535,117935,819600,473161,59237,413924,464374,58698,405676
"431",1931,"hyderabad state",NA,NA,NA,NA,NA,NA,NA,"bidar",NA,NA,NA,NA,4825,11,1422,206564,16438,190126,NA,873615,71520,802095,446256,36713,409543,427359,34807,392552
"432",1931,"jammu and kashmir state",NA,NA,"total",NA,NA,NA,NA,"total","total",NA,NA,NA,84471,39,8903,671638,60942,610696,NA,3646243,342314,3303929,1938338,192199,1746139,1707905,150115,1557790
"433",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"total","total",NA,NA,NA,12378,20,4544,350928,21041,329887,NA,1788441,99239,1689202,942815,58300,884515,845626,40939,804687
"434",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"(a) total district","total",NA,NA,NA,10656,19,4004,282009,19551,262458,NA,1390132,91087,1299045,738267,53394,684873,651865,37693,614172
"435",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"(a) total district","jammu district (including city)",NA,NA,NA,1147,5,1160,78717,10190,68527,NA,375240,50798,324442,205719,31317,174402,169521,19481,150040
"436",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"(a) total district","kathua",NA,NA,NA,1023,3,561,34101,2470,31631,NA,161232,10351,150881,85993,5757,80236,75239,4594,70645
"437",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"(a) total district","udhampur (including bhadrawah)",NA,NA,NA,5070,4,938,50381,2539,47842,NA,273668,11767,261901,143514,6506,137008,130154,5261,124893
"438",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"(a) total district","reasi",NA,NA,NA,1789,3,647,42479,1168,41311,NA,235245,5220,230025,124210,2913,121297,111035,2307,108728
"439",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"(a) total district","mirpur",NA,NA,NA,1627,4,698,76331,3184,73147,NA,344747,12951,331796,178831,6901,171930,165916,6050,159866
"440",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"(b) total jagirs","total",NA,NA,NA,1722,1,540,68919,1490,67429,NA,398309,8152,390157,204548,4906,199642,193761,3246,190515
"441",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"(b) total jagirs","chenani (jagir)",NA,NA,NA,95,NA,57,2338,NA,2338,NA,10925,NA,10925,5930,NA,5930,4995,NA,4995
"442",1931,"jammu and kashmir state",NA,NA,"I.jammu province (including jagirs)",NA,NA,NA,NA,"(b) total jagirs","punch (jagir)",NA,NA,NA,1627,1,483,66581,1490,65091,NA,387384,8152,379232,198618,4906,193712,188766,3246,185520
"443",1931,"jammu and kashmir state",NA,NA,"II.kashmir province",NA,NA,NA,NA,"total","total",NA,NA,NA,8539,15,3542,267016,37767,229249,NA,1569218,232660,1336558,847022,127706,719316,722196,104954,617242
"444",1931,"jammu and kashmir state",NA,NA,"II.kashmir province",NA,NA,NA,NA,NA,"barmulla district (including langet )or kashmir north",NA,NA,NA,3317,4,1390,92290,2941,89349,NA,559828,24343,535485,301397,13357,288040,258431,10986,247445
"445",1931,"jammu and kashmir state",NA,NA,"II.kashmir province",NA,NA,NA,NA,NA,"srinagar district ( including city ) or kashmir south",NA,NA,NA,2814,9,1381,136896,33765,103131,NA,771943,203121,568822,419190,111224,307966,352753,91897,260856
"446",1931,"jammu and kashmir state",NA,NA,"II.kashmir province",NA,NA,NA,NA,NA,"muzaffarabad",NA,NA,NA,2408,2,771,37830,1061,36769,NA,237447,5196,232251,126435,3125,123310,11012,2071,8941
"447",1931,"jammu and kashmir state",NA,NA,"III. Frontier district",NA,NA,NA,NA,"total","total",NA,NA,NA,63554,4,817,53694,2134,51560,NA,288584,10415,278169,148501,6193,142308,140083,4222,135861
"448",1931,"jammu and kashmir state",NA,NA,"III. Frontier district",NA,NA,NA,NA,NA,"ladakh",NA,NA,NA,45762,2,468,37053,1312,35741,NA,192138,5510,186628,96259,2914,93345,95879,2596,93283
"449",1931,"jammu and kashmir state",NA,NA,"III. Frontier district",NA,NA,NA,NA,NA,"gilgit",NA,NA,NA,3112,2,79,5144,822,4322,NA,31902,4905,26997,17752,3279,14473,14150,1626,12524
"450",1931,"jammu and kashmir state",NA,NA,"III. Frontier district",NA,NA,NA,NA,NA,"frontier ilaqas",NA,NA,NA,14680,NA,270,11497,NA,11497,NA,64544,NA,64544,34490,NA,34490,30054,NA,30054
"451",1931,"madras",NA,NA,"total",NA,NA,NA,NA,"total","total",NA,NA,NA,143870,350,51990,9341789,1152443,8189346,NA,47193602,6416637,40776965,23301145,3218161,20082984,23892457,3198476,20693981
"452",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"total","total",NA,NA,NA,142277,339,51487,9248879,1136393,8112486,NA,46740107,6337256,40402851,23082999,3179721,19903278,23657108,3157535,20499573
"453",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"ganjam","total",NA,NA,NA,8383,9,6978,510064,26343,483721,NA,2411619,122914,2288705,1117828,59436,1058392,1293791,63478,1230313
"454",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,NA,"agency",NA,NA,NA,3583,NA,2933,80984,NA,80984,NA,358238,NA,358238,176641,NA,176641,181597,NA,181597
"455",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,NA,"plains",NA,NA,NA,4799,9,4045,429080,26343,402737,NA,2053381,122914,1930467,941187,59436,881751,1112194,63478,1048716
"456",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"vizagapatam","total",NA,NA,NA,17186,17,11547,834675,61091,773584,NA,3607948,276477,3331471,1773085,136747,1636338,1834863,139730,1695133
"457",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,NA,"agency",NA,NA,NA,12611,1,9005,250150,2495,247655,NA,1164998,10525,1154473,581867,5264,576603,583131,5261,577870
"458",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,NA,"plains",NA,NA,NA,4575,16,2542,584525,58596,525929,NA,2442950,265952,2176998,1191218,131483,1059735,1251732,134469,1117263
"459",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"godavari east","total",NA,NA,NA,6220,11,1920,381815,42766,339049,NA,1920582,242336,1678246,949284,121636,827648,971298,120700,850598
"460",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,NA,"agency",NA,NA,NA,3675,NA,1114,50571,NA,50571,NA,240529,NA,240529,120795,NA,120795,119734,NA,119734
"461",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,NA,"plains",NA,NA,NA,2544,11,806,331244,42766,288478,NA,1680053,242336,1437717,828489,121636,706853,851564,120700,730864
"462",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"godavari west",NA,NA,NA,NA,2361,10,716,232892,27726,205166,NA,1223056,161878,1061178,602327,79614,522713,620729,82264,538465
"463",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"kistna",NA,NA,NA,NA,3547,9,981,252432,32529,219903,NA,1254208,178327,1075881,635704,91481,544223,618504,86846,531658
"464",1931,"madras",NA,NA,"british territory",NA,NA,NA,NA,"guntur",NA,NA,NA,NA,5757,20,926,416530,54705,361825,NA,2035660,278365,1757295,1028993,141055,887938,1006667,137310,869357
