"","year","state_province","state","substate","territory_type","division","subdivision","agency","subagency","district","subdistrict","city","taluk","political_relations","area_sqmile","towns","villages","total_occupied_houses","occupied_houses_towns","occupied_houses_villages","occupied_houses_other","totalp","urbanp","ruralp","totalmale","urbanmale","ruralmale","totalfemale","urbanfemale","ruralfemale"
"595",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"multan",NA,NA,NA,NA,5892,3,1916,238413,29225,209188,NA,1174900,137280,1037620,646025,79065,566960,528875,58215,470660
"596",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"multan",NA,NA,NA,NA,NA,NA,NA,2026,2026,NA,NA,11106,11106,NA,7319,7319,NA,3787,3787,NA
"597",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"muzaffargarh",NA,NA,NA,NA,6052,6,862,128999,7108,121891,NA,591375,30898,560477,320674,16663,304011,270701,14235,256466
"598",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"dera ghazi khan",NA,NA,NA,NA,5325,9,739,104312,13357,90955,NA,491044,63912,427132,269341,35016,234325,221703,28896,192807
"599",1931,"punjab",NA,NA,"british territory","multan division",NA,NA,NA,"biloch trans frontier tract",NA,NA,NA,NA,2586,NA,9,6862,NA,6862,NA,29642,NA,29642,16817,NA,16817,12825,NA,12825
"600",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37061,45,16061,1049647,107018,942599,NA,4910005,453985,4456020,2680684,259377,2421307,2229321,194608,2034713
"601",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,"A. having political relation with the punjab government",5820,4,2610,95112,3368,91744,NA,437787,14534,423253,229290,7907,221383,208497,6627,201870
"602",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"dujana",NA,NA,NA,"A. having political relation with the punjab government",91,1,32,5676,443,5233,NA,28216,1561,26655,14537,816,13721,13679,745,12934
"603",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"pataudi",NA,NA,NA,"A. having political relation with the punjab government",52,1,40,4040,797,3243,NA,18873,3667,15206,9922,1882,8040,8951,1785,7166
"604",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"kalsia",NA,NA,NA,"A. having political relation with the punjab government",188,2,173,13469,2128,11341,NA,59848,9306,50542,33306,5209,28097,26542,4097,22445
"605",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"simla hill states","total",NA,NA,"A. having political relation with the punjab government",5489,NA,2365,71927,NA,71927,NA,330850,NA,330850,171525,NA,171525,159325,NA,159325
"606",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"total bashahr",NA,NA,NA,"A. having political relation with the punjab government",3881,NA,85,17066,NA,17066,NA,104389,NA,104389,51593,NA,51593,52796,NA,52796
"607",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"bashahr proper",NA,NA,"A. having political relation with the punjab government",3820,NA,70,16219,NA,16219,NA,100192,NA,100192,49515,NA,49515,50677,NA,50677
"608",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"khaneti feudatories",NA,NA,"A. having political relation with the punjab government",19,NA,9,527,NA,527,NA,2797,NA,2797,1368,NA,1368,1429,NA,1429
"609",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"delath feudatories",NA,NA,"A. having political relation with the punjab government",42,NA,6,320,NA,320,NA,1400,NA,1400,710,NA,710,690,NA,690
"610",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"nalagarh",NA,NA,"A. having political relation with the punjab government",256,NA,617,12100,NA,12100,NA,50015,NA,50015,26635,NA,26635,23380,NA,23380
"611",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"total keonthal",NA,NA,NA,"A. having political relation with the punjab government",359,NA,457,12384,NA,12384,NA,48093,NA,48093,25734,NA,25734,22359,NA,22359
"612",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"keonthal proper",NA,NA,"A. having political relation with the punjab government",116,NA,215,6558,NA,6558,NA,25560,NA,25560,13582,NA,13582,11978,NA,11978
"613",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"koti feudatories",NA,NA,"A. having political relation with the punjab government",50,NA,10,2810,NA,2810,NA,8785,NA,8785,5030,NA,5030,3755,NA,3755
"614",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"thoog feudatories",NA,NA,"A. having political relation with the punjab government",144,NA,169,1546,NA,1546,NA,6912,NA,6912,3613,NA,3613,3299,NA,3299
"615",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"madhan feudatories",NA,NA,"A. having political relation with the punjab government",9,NA,34,931,NA,931,NA,4315,NA,4315,2201,NA,2201,2114,NA,2114
"616",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"ghund feudatories",NA,NA,"A. having political relation with the punjab government",28,NA,17,397,NA,397,NA,1963,NA,1963,999,NA,999,964,NA,964
"617",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"ratish feudatories",NA,NA,"A. having political relation with the punjab government",12,NA,12,142,NA,142,NA,558,NA,558,309,NA,309,249,NA,249
"618",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"baghal",NA,NA,"A. having political relation with the punjab government",124,NA,416,6145,NA,6145,NA,26352,NA,26352,13457,NA,13457,12895,NA,12895
"619",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"total jubbal",NA,NA,NA,"A. having political relation with the punjab government",320,NA,35,5286,NA,5286,NA,27172,NA,27172,14507,NA,14507,12665,NA,12665
"620",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"jubbal proper",NA,NA,"A. having political relation with the punjab government",288,NA,21,5043,NA,5043,NA,26021,NA,26021,13908,NA,13908,12113,NA,12113
"621",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"rawain feudatories",NA,NA,"A. having political relation with the punjab government",7,NA,12,186,NA,186,NA,939,NA,939,493,NA,493,446,NA,446
"622",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"dhadi feudatories",NA,NA,"A. having political relation with the punjab government",25,NA,2,57,NA,57,NA,212,NA,212,106,NA,106,106,NA,106
"623",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"baghat",NA,NA,"A. having political relation with the punjab government",36,NA,133,2810,NA,2810,NA,9725,NA,9725,5744,NA,5744,3981,NA,3981
"624",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"kumharsain",NA,NA,"A. having political relation with the punjab government",90,NA,11,2297,NA,2297,NA,12781,NA,12781,6425,NA,6425,6356,NA,6356
"625",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"bhajji",NA,NA,"A. having political relation with the punjab government",96,NA,179,5689,NA,5689,NA,15413,NA,15413,7943,NA,7943,7470,NA,7470
"626",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"mahlog",NA,NA,"A. having political relation with the punjab government",43,NA,184,2012,NA,2012,NA,8155,NA,8155,4299,NA,4299,3856,NA,3856
"627",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"balsan",NA,NA,"A. having political relation with the punjab government",51,NA,37,1464,NA,1464,NA,6864,NA,6864,3603,NA,3603,3261,NA,3261
"628",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"dhami",NA,NA,"A. having political relation with the punjab government",26,NA,107,1150,NA,1150,NA,5232,NA,5232,2693,NA,2693,2539,NA,2539
"629",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"kuthar",NA,NA,"A. having political relation with the punjab government",20,NA,6,918,NA,918,NA,3760,NA,3760,2023,NA,2023,1737,NA,1737
"630",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"kunihar",NA,NA,"A. having political relation with the punjab government",80,NA,16,504,NA,504,NA,2061,NA,2061,1035,NA,1035,1026,NA,1026
"631",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"mangal",NA,NA,"A. having political relation with the punjab government",12,NA,15,276,NA,276,NA,1248,NA,1248,680,NA,680,568,NA,568
"632",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"bija",NA,NA,"A. having political relation with the punjab government",4,NA,46,319,NA,319,NA,994,NA,994,579,NA,579,415,NA,415
"633",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"darkoti",NA,NA,"A. having political relation with the punjab government",8,NA,13,106,NA,106,NA,531,NA,531,257,NA,257,274,NA,274
"634",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"tharoch",NA,NA,"A. having political relation with the punjab government",67,NA,3,731,NA,731,NA,4568,NA,4568,2521,NA,2521,2047,NA,2047
"635",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,NA,"sangri",NA,NA,"A. having political relation with the punjab government",16,NA,5,670,NA,670,NA,3497,NA,3497,1797,NA,1797,1700,NA,1700
"636",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,"B. having political relations with the government of india",31241,41,13451,954505,103650,850855,NA,4472218,439451,4032767,2451394,251470,2199924,2020824,187981,1832843
"637",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"loharu",NA,NA,NA,"B. having political relations with the government of india",222,1,70,4193,445,3748,NA,23338,2956,20382,12326,1572,10754,11012,1384,9628
"638",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"sirmoor",NA,NA,NA,"B. having political relations with the government of india",1198,2,965,32204,1827,30377,NA,148568,7808,140760,82384,4584,77800,66184,3224,62960
"639",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"bilaspur",NA,NA,NA,"B. having political relations with the government of india",448,1,940,23825,561,23264,NA,100994,2387,98607,53154,1427,51727,47840,960,46880
"640",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"mandi",NA,NA,NA,"B. having political relations with the government of india",1202,2,3606,45388,3147,42241,NA,207465,13501,193964,107876,9143,98733,99589,4358,95231
"641",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"suket",NA,NA,NA,"B. having political relations with the government of india",420,1,87,12634,577,12057,NA,58408,2401,56007,30851,1362,29489,27557,1039,26518
"642",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"kapurthala",NA,NA,NA,"B. having political relations with the government of india",598,3,617,69644,9730,59914,NA,316757,40865,275892,171529,23152,148377,145228,17713,127515
"643",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"maler kotla",NA,NA,NA,"B. having political relations with the government of india",167,3,111,21223,8334,12889,NA,83072,31465,51607,45883,17779,28104,37189,13686,23503
"644",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"faridkot",NA,NA,NA,"B. having political relations with the government of india",638,2,171,33168,6558,26610,NA,164364,33261,131103,91163,19585,71578,73201,13676,59525
"645",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"chamba",NA,NA,NA,"B. having political relations with the government of india",3216,1,53,36065,1352,29313,NA,146870,6219,140651,76059,3605,72454,70811,2614,68197
"646",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"phulkian states","patiala",NA,NA,"B. having political relations with the government of india",5942,11,3528,343998,39533,304465,NA,1625520,169339,1456181,900597,95729,804868,724923,73610,651313
"647",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"phulkian states","jind",NA,NA,"B. having political relations with the government of india",1259,4,439,64327,8306,56021,NA,324676,39029,285647,176383,22620,153763,148293,16409,131884
"648",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"phulkian states","nabha",NA,NA,"B. having political relations with the government of india",928,6,492,61774,10385,51389,NA,287574,47043,240531,158086,26410,131676,129488,20633,108855
"649",1931,"punjab","punjab states",NA,NA,NA,NA,NA,NA,"bahawalpur",NA,NA,NA,"B. having political relations with the government of india",15003,4,2372,211462,12895,198567,NA,984612,43177,941435,545103,24502,520601,439509,18675,420834
"650",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"total",NA,NA,NA,NA,129059,145,33688,2392110,308271,2083839,NA,11225712,1556305,9669407,5885028,813605,5071423,5340684,742700,4597984
"651",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"abu district",NA,NA,NA,NA,6,1,4,1186,1095,91,NA,4532,4165,367,2753,2539,214,1779,1626,153
"652",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"alwar",NA,NA,NA,NA,3158,7,1758,154310,14733,139577,NA,749751,75591,674160,396261,39921,356340,353490,35670,317820
"653",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"banswara",NA,NA,NA,NA,1606,1,1096,45179,2165,43014,NA,225106,10444,214662,111983,5141,106842,113123,5303,107820
"654",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"bharatpur",NA,NA,NA,NA,1978,7,1316,104246,12696,91550,NA,486954,71474,415480,263325,38568,224757,223629,32906,190723
"655",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"bikaner",NA,NA,NA,NA,23317,15,2742,185418,42532,142886,NA,936218,225148,711070,501153,117338,383815,435065,107810,327255
"656",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"bundi",NA,NA,NA,NA,2220,4,809,48335,7061,41274,NA,216722,32058,184664,113101,16505,96596,103621,15553,88068
"657",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"dholpur",NA,NA,NA,NA,1221,3,525,54905,8047,46858,NA,254986,36084,218902,140497,19233,121264,114489,16851,97638
"658",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"dungarpur",NA,NA,NA,NA,1447,3,749,46822,4070,42752,NA,227544,17601,209943,114480,8701,105779,113064,8900,104164
"659",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"jaipur",NA,NA,NA,NA,15579,38.5,5873,566662,86068,480594,NA,2631775,446677,2185098,1387067,233943,1153124,1244708,212734,1031974
"660",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"jaisalmer",NA,NA,NA,NA,16062,1,496,18337,1779,16558,NA,76255,7120,69135,42342,3706,38636,33913,3414,30499
"661",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"jhalawar",NA,NA,NA,NA,810,2,432,23580,3566,20014,NA,107890,16758,91132,56518,8506,48012,51372,8252,43120
"662",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"karauli",NA,NA,NA,NA,1242,3,374,30938,4263,26675,NA,140525,24162,116363,76729,13146,63583,63796,11016,52780
"663",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"kishangarh",NA,NA,NA,NA,858,3,229,18352,3812,14540,NA,85744,18381,67363,44494,9761,34733,41250,8620,32630
"664",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"kotah",NA,NA,NA,NA,5684,4,2525,153688,11363,142325,NA,685804,59046,626758,355056,31175,323881,330748,27871,302877
"665",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"kushalgarh (chiefship)",NA,NA,NA,NA,340,1,282,6420,804,5616,NA,35564,3069,32495,17754,1551,16203,17810,1518,16292
"666",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"lawa (estate)",NA,NA,NA,NA,19,NA,11,608,NA,608,NA,2790,NA,2790,1445,NA,1445,1345,NA,1345
"667",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"marwar",NA,NA,NA,NA,35016,25.5,4126,449459,57597,391862,NA,2125982,283463,1842519,1109912,146842,963070,1016070,136621,879449
"668",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"mewar",NA,NA,NA,NA,12694,15,8070,334790,21359,313431,NA,1566910,117938,1448972,807184,61953,745231,759726,55985,703741
"669",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"partapgarh",NA,NA,NA,NA,886,1,470,16279,1910,14369,NA,76539,10845,65694,38991,5601,33390,37548,5244,32304
"670",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"shahpura",NA,NA,NA,NA,405,1,116,11658,2181,9477,NA,54233,9298,44935,27907,4689,23218,26326,4609,21717
"671",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"sirohi",NA,NA,NA,NA,1958,4,409,49450,5837,43613,NA,216528,23063,193465,111675,12203,99472,104853,10860,93993
"672",1931,"rajputana",NA,NA,NA,NA,NA,NA,NA,"tonk",NA,NA,NA,NA,2553,5,1276,71488,15333,56155,NA,317360,63920,253440,164401,32583,131818,152959,31337,121622
"673",1931,"state",NA,NA,NA,"total","total",NA,NA,NA,NA,NA,NA,NA,7625,46,3936,929930,93196,836734,NA,5095973,551788,4544185,2565073,282180,2282893,2530900,269608,2261292
"674",1931,"state",NA,NA,NA,"administrative divisions","southern",NA,NA,NA,NA,NA,NA,NA,1490,19,1553,255594,39413,216181,NA,1433956,234132,1199824,717486,117668,599818,716470,116464,600006
"675",1931,"state",NA,NA,NA,"administrative divisions","central",NA,NA,NA,NA,NA,NA,NA,2595,15,1267,344219,33893,310326,NA,1861472,195686,1665786,933169,100650,832519,928303,95036,833267
"676",1931,"state",NA,NA,NA,"administrative divisions","northern",NA,NA,NA,NA,NA,NA,NA,2422,12,990,309095,19890,289205,NA,1695321,121970,1573351,854845,63862,790983,840476,58108,782368
"677",1931,"state",NA,NA,NA,"administrative divisions","high range",NA,NA,NA,NA,NA,NA,NA,1118,NA,126,21022,NA,21022,NA,105224,NA,105224,59573,NA,59573,45651,NA,45651
"678",1931,"state",NA,NA,NA,"natural divisions","lowland",NA,NA,NA,NA,NA,NA,NA,1371,24,1605,427823,66671,361152,NA,2389549,403316,1986233,1192493,206088,986405,1197056,197228,999828
"679",1931,"state",NA,NA,NA,"natural divisions","midland",NA,NA,NA,NA,NA,NA,NA,2707,19,1962,443245,21068,422177,NA,2415494,122806,2292688,1216994,63360,1153634,1198500,59446,1139054
"680",1931,"state",NA,NA,NA,"natural divisions","highland",NA,NA,NA,NA,NA,NA,NA,3547,3,369,58862,5457,53405,NA,290930,25666,265264,155586,12732,142854,135344,12934,122410
"681",1931,"western india states agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35442,66,6496,856236,199189,657047,NA,3999250,883776,3115474,2025754,442964,1582790,1973496,440812,1532684
"682",1931,"western india states agency",NA,NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,26806,51,4809,676205,171824,504381,NA,3131498,758967,2372531,1581555,380057,1201498,1549943,378910,1171033
"683",1931,"western india states agency","cutch",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,8250,8,946,122805,21445,101360,NA,514307,87396,426911,248845,42075,206770,265462,45321,220141
"684",1931,"western india states agency","junagadh",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,3284,7,828,111513,26658,84855,NA,545152,118408,426744,278866,59390,219476,266286,59018,207268
"685",1931,"western india states agency","nawanagar",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,3791,5,685,81119,17595,63524,NA,409192,85133,324059,205767,42308,163459,203425,42825,160600
"686",1931,"western india states agency","bhavnagar",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,2961,11,641,109261,34589,74672,NA,500274,152609,347665,257156,78723,178433,243118,73886,169232
"687",1931,"western india states agency","porbandar",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,636,1,108,25463,8207,17256,NA,115673,33383,82290,58506,17088,41418,57167,16295,40872
"688",1931,"western india states agency","dhrangadhra",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,1156,2,151,19046,5566,13480,NA,88961,23699,65262,45146,11804,33342,43815,11895,31920
"689",1931,"western india states agency","palanpur",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,1769,2,547,60471,7389,53082,NA,264179,29366,234813,136445,15188,121257,127734,14178,113556
"690",1931,"western india states agency","radhanpur",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,1150,1,164,16556,2981,13575,NA,70530,11225,59305,35977,5559,30418,34553,5666,28887
"691",1931,"western india states agency","morvi",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,870,2,153,22607,5282,17325,NA,113023,23458,89565,56922,11574,45348,56101,11884,44217
"692",1931,"western india states agency","gondal",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,1024,5,170,44061,17186,26875,NA,205846,77207,128639,103758,37787,65971,102088,39420,62668
"693",1931,"western india states agency","jafrabad",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,53,1,10,2694,1169,1525,NA,12083,5535,6548,5897,2589,3308,6186,2946,3240
"694",1931,"western india states agency","wankaner",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,417,1,101,8864,2385,6479,NA,44259,11136,33123,22321,5502,16819,21938,5634,16304
"695",1931,"western india states agency","palitana",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,300,1,97,12838,2650,10188,NA,62150,13343,48807,32394,6952,25442,29756,6391,23365
"696",1931,"western india states agency","dhrol",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,283,1,66,5246,1487,3759,NA,27639,7507,20132,13608,3452,10156,14031,4055,9976
"697",1931,"western india states agency","limbdi",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,344,1,48,8715,3090,5625,NA,40088,13808,26280,20230,6842,13388,19858,6966,12892
"698",1931,"western india states agency","rajkot",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,282,1,65,15536,10026,5510,NA,75540,47485,28055,38404,24249,14155,37136,23236,13900
"699",1931,"western india states agency","wadhwan",NA,"A- seventeen salute states",NA,NA,NA,NA,NA,NA,NA,NA,NA,236,1,31,9410,4119,5291,NA,42602,18269,24333,21313,8975,12338,21289,9294,11995
"700",1931,"western india states agency",NA,NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,2764,7,569,61659,10358,51301,NA,282468,46548,235920,144844,23643,121201,137624,22905,114719
"701",1931,"western india states agency","lakhtar",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,247,1,48,5331,1388,3943,NA,23754,6011,17743,12093,3043,9050,11661,2968,8693
"702",1931,"western india states agency","sayla",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,221,1,42,3278,1199,2079,NA,15285,5230,10055,7740,2556,5184,7545,2674,4871
"703",1931,"western india states agency","chuda",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,78,1,13,2753,1334,1419,NA,12915,6338,6577,6433,3051,3382,6482,3287,3195
"704",1931,"western india states agency","vala",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,109,1,38,2918,886,2032,NA,14062,4140,9922,7327,2080,5247,6735,2060,4675
"705",1931,"western india states agency","lathi",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,9,1940,1271,669,NA,9404,6096,3308,4663,2997,1666,4741,3099,1642
"706",1931,"western india states agency","muli",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,133,1,19,3635,1137,2498,NA,17109,5389,11720,8711,2731,5980,8398,2658,5740
"707",1931,"western india states agency","bajana",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,183,NA,29,3037,NA,3037,NA,13481,NA,13481,6800,NA,6800,6681,NA,6681
"708",1931,"western india states agency","patdi",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,8,628,NA,628,NA,2573,NA,2573,1348,NA,1348,1225,NA,1225
"709",1931,"western india states agency","wadhwan civil station",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,3143,3143,NA,NA,13344,13344,NA,7185,7185,NA,6159,6159,NA
"710",1931,"western india states agency","rest of the agency",NA,"B- eastern kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,1711,NA,363,34996,NA,34996,NA,160541,NA,160541,82544,NA,82544,77997,NA,77997
"711",1931,"western india states agency",NA,NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,2397,8,559,76182,17007,59175,NA,381731,78261,303470,193685,39264,154421,188046,38997,149049
"712",1931,"western india states agency","jasdan",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,283,1,54,6793,1198,5595,NA,34053,6007,28046,17520,3094,14426,16533,2913,13620
"713",1931,"western india states agency","manavadar",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,22,4133,NA,4133,NA,21733,NA,21733,11022,NA,11022,10711,NA,10711
"714",1931,"western india states agency","thana devli",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,29,3049,NA,3049,NA,16005,NA,16005,8158,NA,8158,7847,NA,7847
"715",1931,"western india states agency","wadia",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,19,2659,NA,2659,NA,13722,NA,13722,7012,NA,7012,6710,NA,6710
"716",1931,"western india states agency","virpur",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,66,NA,13,1510,NA,1510,NA,8050,NA,8050,4112,NA,4112,3938,NA,3938
"717",1931,"western india states agency","malia",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,16,2532,NA,2532,NA,12134,NA,12134,6100,NA,6100,6034,NA,6034
"718",1931,"western india states agency","kotda sanghani",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,20,2062,NA,2062,NA,10420,NA,10420,5157,NA,5157,5263,NA,5263
"719",1931,"western india states agency","D.S vala mulu surang of jetpur (pithadia)",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,18,1054,NA,1054,NA,7830,NA,7830,4069,NA,4069,3761,NA,3761
"720",1931,"western india states agency","D.S vala rawat ram of jetpur (bilkho)",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,25,3202,NA,3202,NA,16091,NA,16091,8223,NA,8223,7868,NA,7868
"721",1931,"western india states agency","khairasra",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,14,802,NA,802,NA,4658,NA,4658,2342,NA,2342,2316,NA,2316
"722",1931,"western india states agency","rajkot civil station",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2495,2495,NA,NA,11627,11627,NA,6404,6404,NA,5223,5223,NA
"723",1931,"western india states agency","rest of the agency",NA,"C- western kathiawar agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,1355,6,329,45891,13314,32577,NA,225408,60627,164781,113566,29766,83800,111842,30861,80981
"724",1931,"western india states agency",NA,NA,"D- banaskantha agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,3475,NA,559,42190,NA,42190,NA,203553,NA,203553,105670,NA,105670,97883,NA,97883
"725",1931,"western india states agency","tharad",NA,"D- banaskantha agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,1261,NA,164,10786,NA,10786,NA,54311,NA,54311,27765,NA,27765,26546,NA,26546
"726",1931,"western india states agency","wao",NA,"D- banaskantha agency",NA,NA,NA,NA,NA,NA,NA,NA,NA,537,NA,60,4623,NA,4623,NA,20721,NA,20721,10613,NA,10613,10108,NA,10108
